数据分类,指标名称,指标代码,单位,频率,数据日期,数值,同比(%),年初至今(%),备注,数据来源
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2018-11-30T00:00:00Z,102.3789,10.83,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2018-12-31T00:00:00Z,128.4058,9.12,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2019-01-31T00:00:00Z,143.9731,27.21,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2019-02-28T00:00:00Z,241.0116,46.03,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2019-03-31T00:00:00Z,163.0546,22.32,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2019-04-30T00:00:00Z,121.8064,16.22,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2019-05-31T00:00:00Z,119.3229,20.12,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2019-06-30T00:00:00Z,108.0548,23.16,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2019-07-31T00:00:00Z,109.951,36.26,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2019-08-31T00:00:00Z,137.6378,29.48,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2019-09-30T00:00:00Z,130.9444,34.88,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2019-10-31T00:00:00Z,158.3959,48.04,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2019-11-30T00:00:00Z,173.0251,69,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2019-12-31T00:00:00Z,212.7613,65.69,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2020-01-31T00:00:00Z,207.0482,43.81,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2020-02-29T00:00:00Z,67.3021,-72.08,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2020-03-31T00:00:00Z,140.6853,-13.72,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2020-04-30T00:00:00Z,182.9584,50.2,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2020-05-31T00:00:00Z,212.2302,77.86,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2020-06-30T00:00:00Z,218.0324,101.78,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2020-07-31T00:00:00Z,287.6715,161.64,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2020-08-31T00:00:00Z,324.614,135.85,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2020-09-30T00:00:00Z,322.1701,146.04,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2020-10-31T00:00:00Z,352.4438,122.51,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2020-11-30T00:00:00Z,517.2117,198.92,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2020-12-31T00:00:00Z,577.8796,171.61,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2021-01-31T00:00:00Z,510.6048,146.61,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2021-02-28T00:00:00Z,544.6397,709.25,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2021-03-31T00:00:00Z,719.6584,411.54,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2021-04-30T00:00:00Z,679.9097,271.62,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2021-05-31T00:00:00Z,714.0126,236.43,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2021-06-30T00:00:00Z,521.1329,139.02,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2021-07-31T00:00:00Z,536.1749,86.38,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2021-08-31T00:00:00Z,270.6437,-16.63,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2021-09-30T00:00:00Z,575.8515,78.74,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2021-10-31T00:00:00Z,748.122,112.27,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2021-11-30T00:00:00Z,537.8044,3.98,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2021-12-31T00:00:00Z,686.8475,18.86,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2022-01-31T00:00:00Z,736.825,44.3,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2022-02-28T00:00:00Z,852.5691,56.54,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2022-03-31T00:00:00Z,437.8802,-39.15,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2022-04-30T00:00:00Z,174.0343,-74.4,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2022-05-31T00:00:00Z,344.323,-51.78,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2022-06-30T00:00:00Z,504.9381,-3.11,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2022-07-31T00:00:00Z,520.7108,-2.88,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2022-08-31T00:00:00Z,134.1986,-50.42,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2022-09-30T00:00:00Z,183.3739,-68.16,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2022-10-31T00:00:00Z,338.9249,-54.7,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2022-11-30T00:00:00Z,366.4203,-31.87,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2022-12-31T00:00:00Z,349.8966,-49.06,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2023-01-31T00:00:00Z,711.1303,-3.49,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2023-02-28T00:00:00Z,708.4475,-16.9,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2023-03-31T00:00:00Z,548.06,25.16,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2023-04-30T00:00:00Z,474.0418,172.38,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2023-05-31T00:00:00Z,375.2077,8.97,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2023-06-30T00:00:00Z,269.362,-46.65,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2023-07-31T00:00:00Z,317.231,-39.08,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2023-08-31T00:00:00Z,400.6819,198.57,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2023-09-30T00:00:00Z,345.3894,88.35,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2023-10-31T00:00:00Z,377.7785,11.46,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2023-11-30T00:00:00Z,272.1567,-25.73,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2023-12-31T00:00:00Z,330.9512,-5.41,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2024-01-31T00:00:00Z,390.4965,-45.09,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2024-02-29T00:00:00Z,590.755,-16.61,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2024-03-31T00:00:00Z,341.1466,-37.75,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2024-04-30T00:00:00Z,240.1427,-49.34,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2024-05-31T00:00:00Z,230.8805,-38.47,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2024-06-30T00:00:00Z,183.7648,-31.78,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2024-07-31T00:00:00Z,205.9437,-35.08,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2024-08-31T00:00:00Z,252.6712,-36.94,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2024-09-30T00:00:00Z,165.9,-51.97,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2024-10-31T00:00:00Z,222.4899,-41.11,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2024-11-30T00:00:00Z,211.1247,-22.43,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2024-12-31T00:00:00Z,272.9758,-17.52,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2025-01-31T00:00:00Z,295.3572,-24.36,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2025-02-28T00:00:00Z,433.3903,-26.64,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2025-03-31T00:00:00Z,251.6408,-26.24,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2025-04-30T00:00:00Z,189.5627,-21.06,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2025-05-31T00:00:00Z,177.2969,-23.21,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2025-06-30T00:00:00Z,140.2281,-23.69,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2025-07-31T00:00:00Z,163.4615,-20.63,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2025-08-31T00:00:00Z,216.1332,-14.46,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2025-09-30T00:00:00Z,149.7046,-9.76,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2025-10-31T00:00:00Z,197.3994,-11.28,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2025-11-30T00:00:00Z,190.4894,-9.77,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2025-12-31T00:00:00Z,262.5539,-3.82,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2026-01-31T00:00:00Z,336.6639,13.99,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2026-02-28T00:00:00Z,464.569,7.19,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2026-03-31T00:00:00Z,296.5026,17.83,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2026-04-30T00:00:00Z,194.3057,2.5,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2026-05-31T00:00:00Z,168.6376,-4.88,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2026-06-30T00:00:00Z,133.3221,-4.92,,,同花顺iFinD(海口海关)
离岛免税销售,离岛免税购物件数(当月值),S004552710,万件,月,2026-07-31T00:00:00Z,168.8263,3.28,,,同花顺iFinD(海口海关)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2014-12-31T00:00:00Z,539.16,,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2015-01-31T00:00:00Z,434.24,,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2015-02-28T00:00:00Z,566.41,,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2015-03-31T00:00:00Z,419.3,,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2015-04-30T00:00:00Z,366.2,,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2015-05-31T00:00:00Z,380.07,,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2015-06-30T00:00:00Z,324.29,,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2015-07-31T00:00:00Z,373.26,,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2015-08-31T00:00:00Z,406.55,,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2015-09-30T00:00:00Z,369.66,,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2015-10-31T00:00:00Z,532.13,,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2015-11-30T00:00:00Z,554.31,,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2015-12-31T00:00:00Z,609.27,13,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2016-01-31T00:00:00Z,489.12,12.64,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2016-02-29T00:00:00Z,650.19,14.79,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2016-03-31T00:00:00Z,471.38,12.42,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2016-04-30T00:00:00Z,403.38,10.15,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2016-05-31T00:00:00Z,418.29,10.06,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2016-06-30T00:00:00Z,363.95,12.23,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2016-07-31T00:00:00Z,413.93,10.9,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2016-08-31T00:00:00Z,448.92,10.42,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2016-09-30T00:00:00Z,417.75,13.01,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2016-10-31T00:00:00Z,676.4,27.11,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2016-11-30T00:00:00Z,611.09,10.24,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2016-12-31T00:00:00Z,659.27,8.21,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2017-01-31T00:00:00Z,652.28,33.36,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2017-02-28T00:00:00Z,628.7,-3.31,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2017-03-31T00:00:00Z,528.44,12.1,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2017-04-30T00:00:00Z,452.06,12.07,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2017-05-31T00:00:00Z,473.39,13.17,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2017-06-30T00:00:00Z,410.85,12.89,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2017-07-31T00:00:00Z,463.38,11.95,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2017-08-31T00:00:00Z,505.23,12.54,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2017-09-30T00:00:00Z,469.34,12.35,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2017-10-31T00:00:00Z,761.07,12.52,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2017-11-30T00:00:00Z,671.39,9.87,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2017-12-31T00:00:00Z,728.86,10.56,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2018-01-31T00:00:00Z,625.51,-4.1,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2018-02-28T00:00:00Z,908.23,44.46,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2018-03-31T00:00:00Z,589.01,11.46,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2018-04-30T00:00:00Z,506.95,12.14,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2018-05-31T00:00:00Z,504.73,6.62,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2018-06-30T00:00:00Z,472.07,14.9,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2018-07-31T00:00:00Z,510.58,10.19,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2018-08-31T00:00:00Z,547.36,8.34,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2018-09-30T00:00:00Z,533.99,13.77,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2018-10-31T00:00:00Z,842.47,10.7,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2018-11-30T00:00:00Z,754.05,12.31,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2018-12-31T00:00:00Z,799.08,9.63,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2019-01-31T00:00:00Z,654.55,4.64,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2019-02-28T00:00:00Z,961.85,5.9,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2019-03-31T00:00:00Z,625.25,6.15,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2019-04-30T00:00:00Z,543.19,7.15,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2019-05-31T00:00:00Z,571.39,13.21,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2019-06-30T00:00:00Z,500.75,6.08,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2019-07-31T00:00:00Z,559.71,9.62,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2019-08-31T00:00:00Z,593.86,8.5,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2019-09-30T00:00:00Z,590.13,10.51,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2019-10-31T00:00:00Z,932.39,10.67,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2019-11-30T00:00:00Z,856.97,13.65,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2019-12-31T00:00:00Z,921.16,15.28,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2020-01-31T00:00:00Z,503.77,-23.04,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2020-02-29T00:00:00Z,128.75,-86.61,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2020-03-31T00:00:00Z,222.03,-64.49,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2020-04-30T00:00:00Z,304.43,-43.96,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2020-05-31T00:00:00Z,411.01,-28.07,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2020-06-30T00:00:00Z,396.44,-20.83,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2020-07-31T00:00:00Z,503.12,-10.11,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2020-08-31T00:00:00Z,584.5,-1.58,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2020-09-30T00:00:00Z,592.03,0.32,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2020-10-31T00:00:00Z,960.84,3.05,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2020-11-30T00:00:00Z,887.46,3.56,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2020-12-31T00:00:00Z,957.19,3.91,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2021-01-31T00:00:00Z,588.46,16.81,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2021-02-28T00:00:00Z,977.99,659.6,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2021-03-31T00:00:00Z,724.86,226.47,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2021-04-30T00:00:00Z,715.53,135.04,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2021-05-31T00:00:00Z,722.3,75.74,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2021-06-30T00:00:00Z,591.95,49.32,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2021-07-31T00:00:00Z,602.81,19.81,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2021-08-31T00:00:00Z,334.26,-42.81,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2021-09-30T00:00:00Z,501.12,-15.36,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2021-10-31T00:00:00Z,851.44,-11.39,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2021-11-30T00:00:00Z,675.3,-23.91,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2021-12-31T00:00:00Z,814.39,-14.92,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2022-01-31T00:00:00Z,665.41,13.08,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2022-02-28T00:00:00Z,1103.21,12.8,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2022-03-31T00:00:00Z,465.11,-35.83,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2022-04-30T00:00:00Z,312.65,-56.31,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2022-05-31T00:00:00Z,432.43,-40.13,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2022-06-30T00:00:00Z,490.34,-17.17,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2022-07-31T00:00:00Z,604.16,0.22,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2022-08-31T00:00:00Z,158.2,-52.67,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2022-09-30T00:00:00Z,183.79,-63.32,,,同花顺iFinD(海南省统计局)
客流与旅游,海南接待游客总人数(当月值),Q005531432,万人次,月,2022-10-31T00:00:00Z,449.67,-47.19,,,同花顺iFinD(海南省统计局)
